,Year,SpawnBio,SpawnBio.1,SpawnBio.2,SpawnBio.3,SpawnBio.4,SpawnBio.5,SpawnBio.6,SpawnBio.7,SpawnBio.8,SpawnBio.9,SpawnBio.10,SpawnBio.11,SpawnBio.12,SpawnBio.13,SpawnBio.14,SpawnBio.15,SpawnBio.16,SpawnBio.17,SpawnBio.18,SpawnBio.19,SpawnBio.20,SpawnBio.21,SpawnBio.22,SpawnBio.23,SpawnBio.24,SpawnBio.25,SpawnBio.26,SpawnBio.27,SpawnBio.28,SpawnBio.29,SpawnBio.30,SpawnBio.31,SpawnBio.32,SpawnBio.33,SpawnBio.34,SpawnBio.35,SpawnBio.36,SpawnBio.37,SpawnBio.38,SpawnBio.39,SpawnBio.40,SpawnBio.41,SpawnBio.42,SpawnBio.43,SpawnBio.44,SpawnBio.45,SpawnBio.46,SpawnBio.47,SpawnBio.48,SpawnBio.49,SpawnBio.50,SpawnBio.51,SpawnBio.52,SpawnBio.53,SpawnBio.54,SpawnBio.55,SpawnBio.56,SpawnBio.57,SpawnBio.58,SpawnBio.59,SpawnBio.60,SpawnBio.61,SpawnBio.62,SpawnBio.63,SpawnBio.64,SpawnBio.65,SpawnBio.66,SpawnBio.67,SpawnBio.68,SpawnBio.69,SpawnBio.70,SpawnBio.71,SpawnBio.72,SpawnBio.73,SpawnBio.74,SpawnBio.75,SpawnBio.76,SpawnBio.77,SpawnBio.78,SpawnBio.79,SpawnBio.80,SpawnBio.81,SpawnBio.82,SpawnBio.83,SpawnBio.84,SpawnBio.85,SpawnBio.86,SpawnBio.87,SpawnBio.88,SpawnBio.89,SpawnBio.90,SpawnBio.91,SpawnBio.92,SpawnBio.93,SpawnBio.94,SpawnBio.95,SpawnBio.96,SpawnBio.97,SpawnBio.98,SpawnBio.99,,
47,2021,2091.37,1989.51,2372.67,1762.31,1790.85,2141.75,2348.66,1928.79,2791.79,2329.16,2153.95,2481.03,2155.48,2429.1,1909,1883.18,1936.67,1748.28,1754.65,2512.34,1894.29,3598.49,1811.04,2168.13,2119.18,2027.47,1970.16,1770.18,2122.39,2009.35,1722.86,2313.26,2778.8,2045.76,2010.95,1848.54,2437.51,2526.05,2640.09,1887.34,1790.19,2497.85,2220.49,1896,2068.03,2176.66,1958.24,2531.12,1909.57,2151.26,2109.03,1920.13,1931.39,2377.85,1696.4,1986.66,1507.41,1999.8,2126.19,1572.84,1647.45,2209.15,2466.14,2083.89,1859.66,1946.36,2044.56,2057.4,2083.62,1799.54,2305.84,2109.36,2306.64,2132.54,2085.25,1950.82,2452.98,2600.15,2344.99,2084.91,2036.52,1763.03,2276.12,1737.28,1974.86,1889.02,2771.68,2201.78,1941.21,2112.61,2473.54,1817.34,2281.7,1990.88,1398.21,1700.23,2049.86,2294.13,2303.54,3381.12,2116.054,342.3330054
48,2022,2540.19,2172.91,2414.6,2151.36,2006.71,2670.55,2624.79,2142.9,3163.48,2554.28,2607.45,2755.22,2133.72,3267.08,2495.8,2603.5,2631.62,2154.65,2173.76,2905.42,2711.62,3129,2180.07,2591.17,2327.54,2407.08,2938.95,1896.64,2769.93,2654.1,2101.58,2718.77,3424.47,2697.12,2281.7,2123.68,2512.16,3586.39,2894.18,2307.27,2117.76,3223.63,2575.82,2269.67,2717.44,2352.58,2513,2958.12,2545.56,2900.53,2670.3,2845.59,2574.79,3286.84,1961.63,2276.38,1882.21,2426.76,2568.42,1812.16,2077.43,2574.88,3272.54,2657.22,2279.94,2568.81,2571.05,2676.08,2174.82,2291.36,2611.36,2624.87,2802.99,2267.71,2480.09,2392.52,2363.98,3126.03,2774.68,3261.13,2187.76,2098.47,2517.51,1803.33,2736.16,2115.32,3169.62,2717.58,2069.83,2375.93,3214.33,2489.02,2667.36,2192.1,1981.34,1927.82,2311.97,2436.21,2856.31,3751.77,2543.7183,402.9895631
49,2023,2795.61,2434.46,2560.08,2573.41,2394.39,2901.97,2771,2413.5,3221.23,2744.55,2814.18,2848.07,2315.62,3373.35,2754,2964.51,2987.7,2453.01,2493.44,3021.47,3048,2992.66,2476.58,2790.52,2627.36,2647.91,3236.65,2179.76,3043.2,2955.28,2435.69,2970.33,3481.81,2935.55,2588.57,2413.47,2736.59,3779.96,2953.94,2580.1,2441.54,3363.3,2870.63,2610.94,3068.97,2547.94,2801.4,3175.57,2820.33,3147.6,3000.49,3106.68,2831.99,3435.1,2275.4,2582.24,2202.77,2681.06,2807.6,2097.11,2362.39,2798.42,3461.47,2901.18,2557.22,2878.29,2826.7,2901.17,2524.22,2600.25,2801.22,2899.74,3027.33,2485.08,2676.93,2649.78,2534.66,3253.11,2987.08,3485.45,2430.92,2404.59,2723.85,2097.6,2972.03,2422.26,3244.17,2934.17,2317.29,2604.5,3346.83,2836.81,2898.51,2454.48,2369.28,2249.12,2579.82,2647.63,3024.47,3629.12,2783.7728,348.2372515
50,2024,2956.88,2656.05,2678.81,2905.68,2736.5,3019.98,2839.36,2620.75,3181.99,2880.41,2890.8,2882.27,2495.65,3249.6,2846,3162.01,3155.95,2643.37,2700.37,3014.17,3140.31,2953.01,2673.61,2889.79,2866.13,2791.94,3232.42,2441.21,3134.77,3072.17,2674.99,3122.02,3378.93,2992.94,2863.66,2645.92,2991.36,3637.27,2973.69,2752.31,2688.73,3284.66,3087.93,2855.69,3214.84,2720.3,2913.04,3290.97,2901.13,3170.81,3177.35,3089.03,2920.98,3311.26,2535.36,2819.66,2426.38,2822.62,2933.92,2326.5,2549.13,2937.34,3413.54,2975.74,2724.15,3034.41,2947.55,2962.39,2867.97,2771.29,2909.55,3011.74,3073.25,2674.76,2776.51,2784.61,2731.82,3185.61,3113.43,3339.9,2633.13,2628.02,2859.69,2385.43,2984.21,2678.54,3175.76,3011.98,2522.11,2769.8,3210.41,3016.17,3022.6,2664.99,2603.71,2491.36,2761.42,2815.42,3004.4,3353.8,2906.1385,251.6079001
51,2025,3069.11,2803.26,2752.63,3137.08,2967.37,3106.74,2885.46,2757.66,3162.72,2968.44,2945.58,2907.24,2608.87,3187.94,2917.21,3311.98,3281.56,2777.52,2845.51,3012.74,3217.26,2925.7,2808.91,2959.95,3020.92,2891.14,3245.9,2615.86,3204.49,3160.03,2840.96,3223.86,3327.39,3041.45,3046.8,2802.53,3151.18,3564.43,2990.25,2872.26,2858.23,3243.75,3232.61,3022.86,3317.53,2832.66,2993.06,3369.67,2964.15,3196.32,3302.24,3096.7,2992.65,3248.38,2715.17,2978.77,2586.06,2920.5,3022.76,2484.46,2682.75,3031.41,3396.9,3032.44,2840.87,3149.64,3035.86,3012.28,3088.21,2893.44,2981.76,3091.34,3106.85,2796.99,2846.42,2879.44,2851.94,3145.55,3201.16,3262.26,2765.32,2781.4,2948.54,2575.45,3004.79,2850.65,3135.49,3069.94,2655.5,2880.16,3128.27,3150.98,3105.86,2803.9,2781.16,2655.42,2880.59,2921.83,2996.08,3175.64,2992.909,204.1964344
52,2026,3142.32,2900.61,2800.13,3293.13,3122.44,3164.64,2916.4,2848.25,3154.51,3024.82,2983.79,2924.24,2681.81,3159.94,2967.58,3412.59,3367.34,2868.53,2943.72,3015.75,3273.9,2906.12,2899.46,3006.64,3121.21,2957.4,3265.27,2732.91,3253.71,3221.04,2952.23,3289.74,3302.82,3077.58,3165.47,2905.9,3249.08,3535.92,3001.59,2951.92,2971.52,3226.77,3326.09,3134.05,3389.07,2904.56,3049.1,3421.02,3010.12,3220.05,3385.94,3111.4,3043.11,3221.46,2837.26,3083.5,2695.83,2985.7,3082.19,2591.56,2772.94,3092.62,3396.09,3073.21,2919.39,3227.51,3095.79,3048.7,3230.89,2976.79,3029.17,3146.61,3133.27,2875.97,2893.51,2943.75,2926.09,3127.5,3257.94,3229.41,2852.44,2883.85,3006.7,2702.89,3025.05,2965.22,3115.46,3110.43,2743.55,2952.71,3088.9,3242.21,3160.75,2895.3,2904,2766.92,2959.27,2989.84,2997.06,3071.6,3052.8405,185.2444511
53,2027,3188.27,2964.64,2831.1,3394.59,3224.57,3200.86,2935.98,2907.27,3149.26,3060.66,3007.73,2934.7,2729.86,3142.42,2999.24,3475.16,3420.6,2927.64,3007.27,3017.56,3308.61,2893.3,2957.84,3035.81,3185.7,2999.92,3276.67,2810.89,3283.78,3258.7,3024.17,3330.71,3287.36,3099.8,3242.19,2973.07,3311.7,3518.85,3008.45,3002.69,3045.22,3216.21,3385.43,3205.62,3433.79,2951.03,3084.07,3452.73,3038.7,3234.38,3438.33,3119.67,3074.38,3204.82,2918.38,3151.23,2768.16,3026.86,3119.73,2662.54,2831.29,3131.15,3395.11,3098.41,2969.82,3276.16,3133.42,3070.99,3324.18,3030.28,3059.17,3181.38,3149.56,2927.38,2923.45,2984.84,2974.09,3116.43,3293.27,3209.52,2909.66,2950.27,3044.06,2788.16,3037.26,3040.47,3102.96,3135.71,2801.37,2999.7,3065.39,3299.02,3195.11,2954.9,2983.02,2840.53,3009.94,3033.49,2997.62,3007.13,3091.3654,178.0933302
54,2028,3216.88,3005.85,2851.01,3458.59,3289.42,3223.49,2948.28,2944.91,3145.84,3083.17,3022.61,2941.14,2760.86,3131.23,3019.11,3513.92,3453.44,2965.43,3047.65,3018.5,3329.81,2884.99,2994.79,3053.96,3226.22,3026.9,3283.13,2861.32,3302.02,3281.83,3069.67,3355.93,3277.51,3113.45,3290.57,3015.74,3350.92,3507.81,3012.63,3034.65,3092.08,3209.32,3422.49,3250.71,3461.22,2980.61,3105.64,3472.21,3056.36,3242.82,3470.78,3124.29,3093.83,3194.12,2970.91,3194.11,2814.8,3052.57,3143.3,2708.4,2868.52,3155.21,3394.02,3113.88,3001.78,3306.36,3156.96,3084.58,3382.91,3064.15,3077.97,3203.04,3159.41,2960.2,2942.35,3010.83,3004.55,3109.26,3315.16,3196.68,2946.47,2992.45,3067.75,2843.2,3044.56,3088.67,3094.93,3151.45,2838.48,3029.71,3050.54,3334.2,3216.38,2992.97,3033.01,2887.82,3041.96,3061.05,2997.68,2965.95,3115.628,175.855224
55,2029,3234.61,3032.02,2863.71,3498.27,3329.75,3237.64,2956.03,2968.63,3143.71,3097.22,3031.93,2945.15,2780.59,3124.36,3031.66,3537.88,3473.72,2989.4,3073.1,3019.09,3342.95,2879.54,3017.98,3065.27,3251.32,3043.94,3287.11,2893.37,3313.24,3296.15,3098.09,3371.41,3271.45,3121.98,3320.57,3042.49,3374.97,3501.14,3015.22,3054.65,3121.48,3205.06,3445.38,3278.79,3478.12,2999.23,3119.03,3484.18,3067.4,3248.03,3490.83,3127.19,3106.03,3187.57,3004.41,3220.9,2844.51,3068.58,3158.07,2737.62,2892.07,3170.15,3393.37,3123.51,3021.93,3325.11,3171.71,3093.02,3419.04,3085.52,3089.75,3216.6,3165.5,2980.9,2954.29,3027.23,3023.54,3104.77,3328.69,3188.75,2969.86,3018.93,3082.69,2878.02,3049.14,3119.06,3089.89,3161.33,2862,3048.72,3041.35,3355.96,3229.54,3016.98,3064.36,2917.79,3062.03,3078.26,2997.72,2939.46,3130.8226,175.4003728
56,2030,3245.53,3048.54,2871.79,3522.63,3354.59,3246.44,2960.91,2983.49,3142.4,3105.95,3037.76,2947.63,2793.09,3120.14,3039.55,3552.57,3486.18,3004.5,3089.02,3019.46,3351.08,2875.96,3032.44,3072.29,3266.78,3054.65,3289.59,2913.58,3320.12,3304.96,3115.72,3380.87,3267.72,3127.31,3339.03,3059.14,3389.62,3497.15,3016.83,3067.08,3139.78,3202.43,3459.44,3296.15,3488.5,3010.9,3127.32,3491.51,3074.29,3251.26,3503.16,3129.01,3113.65,3183.57,3025.59,3237.53,2863.28,3078.51,3167.3,2756.08,2906.86,3179.4,3392.99,3129.48,3034.56,3336.69,3180.91,3098.24,3441.08,3098.91,3097.09,3225.06,3169.28,2993.89,2961.81,3037.54,3035.32,3101.99,3337.03,3183.89,2984.65,3035.42,3092.07,2899.85,3052.01,3138.09,3086.73,3167.5,2876.81,3060.7,3035.71,3369.32,3237.66,3032.04,3083.83,2936.64,3074.54,3088.96,2997.75,2922.33,3140.2798,175.4611911
57,2031,3252.24,3058.91,2876.92,3537.5,3369.79,3251.91,2963.97,2992.76,3141.59,3111.36,3041.39,2949.17,2800.99,3117.54,3044.5,3561.53,3493.79,3013.98,3098.94,3019.69,3356.07,2873.62,3041.42,3076.64,3276.25,3061.37,3291.1,2926.25,3324.32,3310.37,3126.59,3386.63,3265.41,3130.62,3350.34,3069.46,3398.53,3494.75,3017.82,3074.79,3151.12,3200.81,3468.05,3306.82,3494.86,3018.18,3132.43,3495.99,3078.57,3253.25,3510.71,3130.13,3118.39,3181.12,3038.91,3247.81,2875.07,3084.64,3173.04,2767.68,2916.12,3185.11,3392.77,3133.18,3042.45,3343.8,3186.63,3101.47,3454.47,3107.28,3101.66,3230.31,3171.62,3002.01,2966.53,3044,3042.62,3100.26,3342.15,3180.89,2993.95,3045.65,3097.95,2913.46,3053.8,3149.94,3084.75,3171.36,2886.1,3068.23,3032.22,3377.49,3242.65,3041.44,3095.85,2948.44,3082.31,3095.6,2997.77,2911.22,3146.1391,175.611823
58,2032,3256.36,3065.42,2880.17,3546.53,3379.06,3255.29,2965.89,2998.53,3141.08,3114.72,3043.65,2950.13,2805.96,3115.93,3047.6,3566.99,3498.44,3019.92,3105.1,3019.84,3359.14,2872.08,3046.98,3079.33,3282.05,3065.57,3292.03,2934.16,3326.87,3313.68,3133.28,3390.13,3263.98,3132.67,3357.24,3075.83,3403.93,3493.29,3018.43,3079.55,3158.12,3199.8,3473.31,3313.38,3498.74,3022.72,3135.57,3498.73,3081.22,3254.47,3515.33,3130.82,3121.33,3179.61,3047.25,3254.14,2882.46,3088.43,3176.61,2774.95,2921.89,3188.62,3392.63,3135.46,3047.36,3348.17,3190.18,3103.45,3462.57,3112.49,3104.5,3233.58,3173.05,3007.08,2969.49,3048.04,3047.12,3099.17,3345.29,3179.04,2999.8,3051.98,3101.63,2921.91,3054.92,3157.3,3083.5,3173.76,2891.91,3072.96,3030.06,3382.47,3245.71,3047.3,3103.24,2955.79,3087.13,3099.71,2997.79,2903.99,3149.7586,175.7371944
59,2033,3258.88,3069.48,2882.23,3552.01,3384.69,3257.39,2967.09,3002.12,3140.77,3116.79,3045.05,2950.72,2809.09,3114.94,3049.54,3570.31,3501.26,3023.63,3108.93,3019.93,3361.03,2871.07,3050.42,3081,3285.59,3068.2,3292.6,2939.1,3328.43,3315.71,3137.38,3392.26,3263.09,3133.95,3361.45,3079.77,3407.2,3492.41,3018.81,3082.49,3162.43,3199.17,3476.52,3317.39,3501.11,3025.55,3137.51,3500.4,3082.87,3255.22,3518.15,3131.25,3123.16,3178.68,3052.47,3258.04,2887.07,3090.76,3178.82,2779.49,2925.49,3190.79,3392.54,3136.87,3050.42,3350.84,3192.38,3104.67,3467.46,3115.73,3106.27,3235.6,3173.94,3010.24,2971.34,3050.56,3049.9,3098.5,3347.21,3177.89,3003.46,3055.88,3103.93,2927.14,3055.62,3161.87,3082.71,3175.25,2895.54,3075.92,3028.72,3385.5,3247.59,3050.94,3107.78,2960.36,3090.12,3102.26,2997.79,2899.28,3151.9917,175.8201125
60,2034,3260.42,3072.03,2883.54,3555.33,3388.11,3258.68,2967.84,3004.34,3140.57,3118.07,3045.92,2951.09,2811.05,3114.32,3050.75,3572.33,3502.99,3025.94,3111.29,3019.98,3362.18,2870.41,3052.54,3082.02,3287.75,3069.84,3292.95,2942.17,3329.38,3316.95,3139.9,3393.55,3262.54,3134.74,3364.02,3082.19,3409.18,3491.87,3019.04,3084.3,3165.09,3198.79,3478.48,3319.84,3502.55,3027.3,3138.7,3501.41,3083.89,3255.68,3519.87,3131.51,3124.3,3178.11,3055.73,3260.43,2889.95,3092.2,3180.2,2782.32,2927.72,3192.12,3392.49,3137.74,3052.32,3352.48,3193.74,3105.43,3470.4,3117.74,3107.37,3236.86,3174.49,3012.21,2972.5,3052.13,3051.62,3098.07,3348.39,3177.18,3005.76,3058.29,3105.37,2930.37,3056.05,3164.69,3082.22,3176.18,2897.81,3077.77,3027.9,3387.35,3248.75,3053.2,3110.56,2963.2,3091.96,3103.83,2997.8,2896.2,3153.3672,175.8699537
61,2035,3261.36,3073.61,2884.36,3557.34,3390.18,3259.48,2968.31,3005.73,3140.45,3118.87,3046.47,2951.31,2812.29,3113.94,3051.51,3573.55,3504.04,3027.38,3112.76,3020.02,3362.89,2869.98,3053.85,3082.66,3289.06,3070.87,3293.16,2944.08,3329.96,3317.71,3141.44,3394.34,3262.2,3135.23,3365.58,3083.68,3410.38,3491.55,3019.18,3085.42,3166.72,3198.55,3479.67,3321.34,3503.43,3028.4,3139.43,3502.03,3084.52,3255.96,3520.91,3131.67,3125,3177.76,3057.76,3261.9,2891.74,3093.09,3181.05,2784.09,2929.11,3192.94,3392.46,3138.28,3053.5,3353.49,3194.59,3105.89,3472.18,3118.99,3108.05,3237.64,3174.83,3013.43,2973.23,3053.11,3052.67,3097.81,3349.11,3176.74,3007.19,3059.78,3106.26,2932.37,3056.32,3166.44,3081.91,3176.76,2899.22,3078.93,3027.38,3388.48,3249.45,3054.61,3112.27,2964.97,3093.11,3104.8,2997.8,2894.2,3154.215,175.8972012
62,2036,3261.94,3074.6,2884.88,3558.55,3391.44,3259.98,2968.61,3006.58,3140.38,3119.36,3046.81,2951.45,2813.06,3113.71,3051.99,3574.3,3504.67,3028.28,3113.66,3020.04,3363.33,2869.69,3054.66,3083.05,3289.87,3071.51,3293.3,2945.27,3330.31,3318.17,3142.39,3394.82,3261.99,3135.54,3366.53,3084.6,3411.1,3491.35,3019.27,3086.11,3167.72,3198.4,3480.39,3322.26,3503.97,3029.08,3139.88,3502.41,3084.92,3256.13,3521.55,3131.77,3125.44,3177.54,3059.02,3262.8,2892.86,3093.63,3181.58,2785.19,2929.98,3193.44,3392.44,3138.61,3054.23,3354.1,3195.11,3106.18,3473.24,3119.77,3108.47,3238.12,3175.03,3014.19,2973.68,3053.72,3053.32,3097.64,3349.55,3176.47,3008.09,3060.69,3106.82,2933.6,3056.49,3167.52,3081.71,3177.12,2900.1,3079.66,3027.07,3389.16,3249.89,3055.48,3113.31,2966.06,3093.81,3105.4,2997.8,2892.89,3154.7365,175.9115514
63,2037,3262.29,3075.22,2885.22,3559.28,3392.2,3260.29,2968.8,3007.11,3140.33,3119.66,3047.02,2951.54,2813.55,3113.56,3052.28,3574.75,3505.06,3028.85,3114.23,3020.05,3363.59,2869.5,3055.16,3083.29,3290.35,3071.91,3293.38,2946,3330.53,3318.46,3142.96,3395.11,3261.86,3135.72,3367.1,3085.16,3411.54,3491.23,3019.33,3086.54,3168.34,3198.31,3480.83,3322.82,3504.3,3029.5,3140.15,3502.64,3085.16,3256.24,3521.94,3131.83,3125.71,3177.41,3059.81,3263.36,2893.56,3093.97,3181.91,2785.88,2930.52,3193.75,3392.43,3138.81,3054.69,3354.48,3195.43,3106.35,3473.89,3120.26,3108.73,3238.42,3175.16,3014.66,2973.97,3054.11,3053.72,3097.54,3349.82,3176.3,3008.66,3061.25,3107.17,2934.36,3056.59,3168.18,3081.59,3177.34,2900.65,3080.11,3026.87,3389.57,3250.15,3056.02,3113.95,2966.74,3094.25,3105.77,2997.8,2892.03,3155.0577,175.9180896
64,2038,3262.51,3075.61,2885.43,3559.72,3392.66,3260.48,2968.91,3007.44,3140.3,3119.85,3047.15,2951.59,2813.86,3113.47,3052.47,3575.02,3505.3,3029.2,3114.57,3020.06,3363.76,2869.38,3055.47,3083.44,3290.65,3072.15,3293.43,2946.46,3330.66,3318.63,3143.32,3395.28,3261.78,3135.84,3367.45,3085.51,3411.8,3491.16,3019.36,3086.8,3168.72,3198.25,3481.1,3323.16,3504.5,3029.76,3140.32,3502.78,3085.31,3256.3,3522.18,3131.87,3125.88,3177.33,3060.31,3263.7,2893.99,3094.17,3182.11,2786.3,2930.85,3193.94,3392.42,3138.94,3054.97,3354.71,3195.63,3106.46,3474.27,3120.56,3108.9,3238.6,3175.24,3014.96,2974.15,3054.34,3053.97,3097.48,3349.99,3176.2,3009.01,3061.6,3107.39,2934.83,3056.66,3168.59,3081.51,3177.48,2901,3080.4,3026.75,3389.83,3250.31,3056.36,3114.34,2967.16,3094.52,3105.99,2997.81,2891.47,3155.2556,175.9208567
65,2039,3262.64,3075.85,2885.56,3559.99,3392.94,3260.59,2968.98,3007.64,3140.28,3119.96,3047.23,2951.63,2814.05,3113.42,3052.59,3575.19,3505.44,3029.41,3114.79,3020.06,3363.86,2869.3,3055.66,3083.53,3290.83,3072.31,3293.46,2946.75,3330.74,3318.74,3143.53,3395.39,3261.73,3135.91,3367.67,3085.72,3411.96,3491.12,3019.38,3086.96,3168.95,3198.21,3481.27,3323.37,3504.62,3029.92,3140.43,3502.87,3085.4,3256.34,3522.33,3131.9,3125.98,3177.28,3060.61,3263.91,2894.26,3094.3,3182.24,2786.57,2931.06,3194.06,3392.41,3139.02,3055.15,3354.85,3195.76,3106.53,3474.51,3120.74,3109,3238.72,3175.29,3015.14,2974.26,3054.49,3054.12,3097.44,3350.09,3176.13,3009.23,3061.81,3107.53,2935.12,3056.7,3168.85,3081.47,3177.57,2901.21,3080.57,3026.67,3389.98,3250.41,3056.56,3114.58,2967.42,3094.68,3106.14,2997.81,2891.11,3155.3774,175.9226376
66,2040,3262.72,3076,2885.64,3560.15,3393.11,3260.67,2969.03,3007.77,3140.27,3120.03,3047.28,2951.65,2814.17,3113.38,3052.66,3575.29,3505.53,3029.55,3114.92,3020.07,3363.92,2869.25,3055.77,3083.59,3290.94,3072.41,3293.47,2946.92,3330.79,3318.8,3143.67,3395.45,3261.7,3135.96,3367.8,3085.85,3412.06,3491.09,3019.39,3087.06,3169.1,3198.19,3481.37,3323.5,3504.69,3030.03,3140.49,3502.92,3085.46,3256.37,3522.41,3131.91,3126.05,3177.25,3060.8,3264.03,2894.43,3094.38,3182.32,2786.74,2931.19,3194.13,3392.41,3139.07,3055.26,3354.94,3195.84,3106.57,3474.65,3120.86,3109.06,3238.79,3175.32,3015.26,2974.33,3054.59,3054.21,3097.41,3350.15,3176.1,3009.37,3061.94,3107.61,2935.3,3056.72,3169.01,3081.44,3177.63,2901.34,3080.68,3026.63,3390.07,3250.47,3056.69,3114.72,2967.58,3094.79,3106.22,2997.81,2890.87,3155.4525,175.9222476
